3,,,,,,,,,,,,,,,,Stream #1,,,,,,,,,,,Stream #2,,,,,,,Stream #3,,,,,,
Photonum,SortChem,Old Micronum,Site Name,Date,Sample_Collection_Time_hr,H2O2_start_time_hr,Sample_Depth_m,Water_Depth_m,Water_type,Cond_(uS/cm),pH,Water_cdtns,Wind_speed_kts,Sky_cdtns,NOTES:,C-SCG,C-FISH,C-NA,100-TEM,100-LTR,53-TEM,53-LTR,3-NA,0.22-NA,V-SYBR,V-Cult,Abs/EEM,DOC,BacResp,BacProd,H2O2 snapshot,H2O2 whole,H2O2 filtered,100 µm - EtOH,100 µm - Gly,20 µm - EtOH,20 µm - Gly,.8 µm - EtOH,.8 µm - Gly,.45 µm - virus
,E2014-4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5000,,Site A Control Time 0 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5001,,Site A Control Time 0 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5002,,Site A Control Time 0 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5003,,Site A Control Time 2 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5004,,Site A Control Time 2 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5005,,Site A Control Time 2 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5006,,Site A Control Time 4 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5007,,Site A Control Time 4 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5008,,Site A Control Time 4 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5009,,Site A Control Time 8 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5010,,Site A Control Time 8 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5011,,Site A Control Time 8 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5012,,Site A Control Time 12 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5013,,Site A Control Time 12 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5014,,Site A Control Time 12 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5015,,Site A Control Time 24 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5016,,Site A Control Time 24 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5017,,Site A Control Time 24 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5018,,Site A Control Time 48 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5019,,Site A Control Time 48 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5020,,Site A Control Time 48 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5021,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5022,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5023,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5024,,"Site A +N,P Time 2 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5025,,"Site A +N,P Time 2 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5026,,"Site A +N,P Time 2 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5027,,"Site A +N,P Time 4 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5028,,"Site A +N,P Time 4 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5029,,"Site A +N,P Time 4 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5030,,"Site A +N,P Time 8 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5031,,"Site A +N,P Time 8 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5032,,"Site A +N,P Time 8 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5033,,"Site A +N,P Time 12 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5034,,"Site A +N,P Time 12 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5035,,"Site A +N,P Time 12 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5036,,"Site A +N,P Time 24 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5037,,"Site A +N,P Time 24 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5038,,"Site A +N,P Time 24 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5039,,"Site A +N,P Time 48 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5040,,"Site A +N,P Time 48 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5041,,"Site A +N,P Time 48 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5042,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5043,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5044,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5045,,Site A +H2O2 Time 2 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5046,,Site A +H2O2 Time 2 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5047,,Site A +H2O2 Time 2 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5048,,Site A +H2O2 Time 4 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5049,,Site A +H2O2 Time 4 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5050,,Site A +H2O2 Time 4 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5051,,Site A +H2O2 Time 8 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5052,,Site A +H2O2 Time 8 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5053,,Site A +H2O2 Time 8 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5054,,Site A +H2O2 Time 12 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5055,,Site A +H2O2 Time 12 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5056,,Site A +H2O2 Time 12 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5057,,Site A +H2O2 Time 24 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5058,,Site A +H2O2 Time 24 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5059,,Site A +H2O2 Time 24 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5060,,Site A +H2O2 Time 48 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5061,,Site A +H2O2 Time 48 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5062,,Site A +H2O2 Time 48 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5063,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5064,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5065,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5066,,"Site A +N,P,H2O2 Time 2 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5067,,"Site A +N,P,H2O2 Time 2 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5068,,"Site A +N,P,H2O2 Time 2 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5069,,"Site A +N,P,H2O2 Time 4 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5070,,"Site A +N,P,H2O2 Time 4 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5071,,"Site A +N,P,H2O2 Time 4 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5072,,"Site A +N,P,H2O2 Time 8 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5073,,"Site A +N,P,H2O2 Time 8 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5074,,"Site A +N,P,H2O2 Time 8 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5075,,"Site A +N,P,H2O2 Time 12 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5076,,"Site A +N,P,H2O2 Time 12 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5077,,"Site A +N,P,H2O2 Time 12 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5078,,"Site A +N,P,H2O2 Time 24 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5079,,"Site A +N,P,H2O2 Time 24 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5080,,"Site A +N,P,H2O2 Time 24 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5081,,"Site A +N,P,H2O2 Time 48 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5082,,"Site A +N,P,H2O2 Time 48 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5083,,"Site A +N,P,H2O2 Time 48 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5084,,Site B Control Time 0 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5085,,Site B Control Time 0 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5086,,Site B Control Time 0 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5087,,Site B Control Time 2 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5088,,Site B Control Time 2 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5089,,Site B Control Time 2 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5090,,Site B Control Time 4 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5091,,Site B Control Time 4 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5092,,Site B Control Time 4 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5093,,Site B Control Time 8 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5094,,Site B Control Time 8 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5095,,Site B Control Time 8 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5096,,Site B Control Time 12 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5097,,Site B Control Time 12 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5098,,Site B Control Time 12 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5099,,Site B Control Time 24 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5100,,Site B Control Time 24 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5101,,Site B Control Time 24 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5102,,Site B Control Time 48 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5103,,Site B Control Time 48 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5104,,Site B Control Time 48 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5105,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5106,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5107,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5108,,"Site B +N,P Time 2 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5109,,"Site B +N,P Time 2 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5110,,"Site B +N,P Time 2 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5111,,"Site B +N,P Time 4 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5112,,"Site B +N,P Time 4 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5113,,"Site B +N,P Time 4 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5114,,"Site B +N,P Time 8 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5115,,"Site B +N,P Time 8 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5116,,"Site B +N,P Time 8 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5117,,"Site B +N,P Time 12 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5118,,"Site B +N,P Time 12 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5119,,"Site B +N,P Time 12 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5120,,"Site B +N,P Time 24 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5121,,"Site B +N,P Time 24 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5122,,"Site B +N,P Time 24 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5123,,"Site B +N,P Time 48 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5124,,"Site B +N,P Time 48 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5125,,"Site B +N,P Time 48 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5126,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5127,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5128,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5129,,Site B +H2O2 Time 2 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5130,,Site B +H2O2 Time 2 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5131,,Site B +H2O2 Time 2 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5132,,Site B +H2O2 Time 4 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5133,,Site B +H2O2 Time 4 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5134,,Site B +H2O2 Time 4 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5135,,Site B +H2O2 Time 8 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5136,,Site B +H2O2 Time 8 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5137,,Site B +H2O2 Time 8 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5138,,Site B +H2O2 Time 12 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5139,,Site B +H2O2 Time 12 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5140,,Site B +H2O2 Time 12 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5141,,Site B +H2O2 Time 24 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5142,,Site B +H2O2 Time 24 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5143,,Site B +H2O2 Time 24 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5144,,Site B +H2O2 Time 48 Bottle 1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5145,,Site B +H2O2 Time 48 Bottle 2,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5146,,Site B +H2O2 Time 48 Bottle 3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,
,E2014-5147,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5148,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5149,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-5150,,"Site B +N,P,H2O2 Time 2 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5151,,"Site B +N,P,H2O2 Time 2 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5152,,"Site B +N,P,H2O2 Time 2 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5153,,"Site B +N,P,H2O2 Time 4 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5154,,"Site B +N,P,H2O2 Time 4 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5155,,"Site B +N,P,H2O2 Time 4 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5156,,"Site B +N,P,H2O2 Time 8 Bottle 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5157,,"Site B +N,P,H2O2 Time 8 Bottle 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
,E2014-5158,,"Site B +N,P,H2O2 Time 8 Bottle 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
